sex,dataset,modality,organ,side,organ_id,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,study_paper,doi,lead_author
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,25,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,25,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,25,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,26,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,26,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,26,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,26,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,26,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,26,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,17,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,17,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,17,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,17,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,17,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,17,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,40,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,35,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,14,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,14,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,14,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,14,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,14,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,14,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,30,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,30,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,30,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,30,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,30,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20left%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,30,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20right%20ventricle,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,24,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,24,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,24,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,24,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,24,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$interventricular%20septum,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,24,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,31,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,31,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,31,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,31,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,31,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,31,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0004535,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0001009,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000467,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0013702,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$right%20cardiac%20atrium,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0015410,28,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$apex%20of%20heart,sc_bulk,heart,,http://purl.obolibrary.org/obo/UBERON_0000948,32,true,true,true,true,false,HCA,,https://doi.org/10.1038/s41586-020-2797-4,
