sex,dataset,organ,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,provider,study_paper,doi,lead_author
Male,http://purl.org/ccf/WD-76845-058,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-028,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-029,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-033,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-034,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-038,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-039,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-043,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-044,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-048,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-002,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-049,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-050,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-051,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-052,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-020,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-024,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-096,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-097,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-101,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-102,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-105,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-106,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-013,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-014,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-019,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-059,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-063,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-064,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-006,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-068,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-069,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-073,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-074,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-077,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-078,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-083,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-084,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-085,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-086,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-007,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-090,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-091,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
