sex,dataset,technology,description,annotation_method,unique_cell_type_count
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor18_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor19_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor2_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor20_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor21_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor22_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor23_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor24_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor25_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor26_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor3_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor4_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor5_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor6_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor7_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor8_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCRESAHA.120.318458#Donor9_TissueBlock1_TissueBlock1_Dataset1,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1221_LV_1221_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1221_RA_1221_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1221_RV_1221_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1221_RV_1221_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1600_LA_1600_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1600_LA_1600_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1600_RA_1600_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1600_RA_1600_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1666_LA_1666_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1666_LA_1666_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1666_LV_1666_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1666_LV_1666_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1666_RV_1666_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1666_RV_1666_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1681_LA_1681_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1681_LA_1681_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1681_LV_1681_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1681_LV_1681_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1681_RA_1681_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1681_RA_1681_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1702_LA_1702_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1702_LA_1702_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1702_LV_1702_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1702_LV_1702_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1702_RA_1702_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1702_RA_1702_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1702_RV_1702_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1702_RV_1702_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_LA_1708_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_LA_1708_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_LV_1708_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_LV_1708_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_RA_1708_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_RA_1708_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_RV_1708_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1708_RV_1708_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_LA_1723_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_LA_1723_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_LV_1723_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_LV_1723_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_RA_1723_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_RA_1723_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_RV_1723_1_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://doi.org/10.1161/CIRCULATIONAHA.119.045401#P1723_RV_1723_2_Dataset,OTHER,"Data/Assay Types: OTHER, ",,0
,https://entity.api.hubmapconsortium.org/entities/026ab5fb8cf7681220b423d453a583aa,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/048723fd5863d45d8a8e867f21e8af9f,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/0487454555924b54dd3f5b5232e3c77e,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/05197e30394fd88affff0a9c214c8c4c,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/055730a8c5486ec9bf66af90102e5626,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/060dfa0fdf2b840864f62d2cd1a7a456,OTHER,"Data/Assay Types: cell-dive, ",,0
,https://entity.api.hubmapconsortium.org/entities/065295e6e58b1d3555a261c1bfe3b3fe,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/06ff98c01295ca5ea504a676f73f9a09,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/0736735768692d6ca0cd96149b743be1,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/0b2dd0e14711d1f77e15ff1c731ef069,10x,"Data/Assay Types: salmon_sn_rnaseq_10x, ",,0
,https://entity.api.hubmapconsortium.org/entities/0c3ce767d87527f41fd705fd469390a0,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/0ca0721ae67b78b5eed7c0ef20dc6ac1,OTHER,"Data/Assay Types: cell-dive, ",,0
,https://entity.api.hubmapconsortium.org/entities/0daec302e2745287b29948a8c8c30cf1,CODEX,"Data/Assay Types: CODEX, ",,0
,https://entity.api.hubmapconsortium.org/entities/153b0fe8575ff1a17768319ba6dbaa5c,CODEX,"Data/Assay Types: CODEX, ",,0
,https://entity.api.hubmapconsortium.org/entities/17be751d961c5baf6c1dbe2e70c5d93c,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/180dd06ae35a0fc771f0afe5deefcf23,10x,"Data/Assay Types: snRNAseq-10xGenomics-v3, ",,0
,https://entity.api.hubmapconsortium.org/entities/19be408fb97c09f603c906921d7b0945,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/1aea5d37b6bef49653515595f228c545,CODEX,"Data/Assay Types: CODEX, ",,0
,https://entity.api.hubmapconsortium.org/entities/1b015d3b973ac6510bbb40f4112f0486,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/1b2dede6f4a92c4114ae0e581b5466ce,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/1b83223cf1f4446c625adbfb375ab3fd,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/1e56c595c3f0e1cf126a80e00fd31c54,OTHER,"Data/Assay Types: SNARE-RNAseq2, ",,0
,https://entity.api.hubmapconsortium.org/entities/1ef4a756160bd478823f7f400c3d3709,CODEX,"Data/Assay Types: CODEX, ",,0
,https://entity.api.hubmapconsortium.org/entities/215f1050fc286dcc579edfd9c2494de1,OTHER,"Data/Assay Types: cell-dive, ",,0
,https://entity.api.hubmapconsortium.org/entities/232aac63e35e0fd4a856bb2ebf7f8d50,OTHER,"Data/Assay Types: sciRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/24eaa9730abe57c1c22f74573b846a6f,OTHER,"Data/Assay Types: snRNAseq, ",,0
,https://entity.api.hubmapconsortium.org/entities/26b642ddbae00e7ff6570ddd57557e26,OTHER,"Data/Assay Types: snRNAseq, ",,0
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",celltypist,39
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,10x,"Data/Assay Types: 10x, ",azimuth,16
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,10x,"Data/Assay Types: 10x, ",celltypist,38
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$interventricular%20septum,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",azimuth,19
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",celltypist,36
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",celltypist,36
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$heart%20left%20ventricle,10x,"Data/Assay Types: 10x, ",azimuth,16
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$heart%20left%20ventricle,10x,"Data/Assay Types: 10x, ",celltypist,34
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$heart%20left%20ventricle,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",azimuth,19
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",celltypist,31
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20left%20ventricle,10x,"Data/Assay Types: 10x, ",celltypist,34
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20left%20ventricle,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",celltypist,32
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",celltypist,38
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20left%20ventricle,10x,"Data/Assay Types: 10x, ",azimuth,17
Male,https://entity.api.hubmapconsortium.org/entities/453b06e1f62ec3e54d8380e4e974a5a5,,,popv,5
Male,https://entity.api.hubmapconsortium.org/entities/266d58d22549461cd454c32084b9f7fe,,,celltypist,98
Male,https://entity.api.hubmapconsortium.org/entities/0b0ef5c2b8786644f0b6bdef1c1d7a4f,,,celltypist,122
Male,https://entity.api.hubmapconsortium.org/entities/0b0ef5c2b8786644f0b6bdef1c1d7a4f,,,popv,15
Male,https://entity.api.hubmapconsortium.org/entities/148d6445ed0cda5cabae377829013b4c,,,celltypist,55
Male,https://entity.api.hubmapconsortium.org/entities/1c7aed43c995b32eb9b7233dce635529,,,celltypist,51
Male,https://entity.api.hubmapconsortium.org/entities/1c7aed43c995b32eb9b7233dce635529,,,popv,11
Male,https://entity.api.hubmapconsortium.org/entities/a56498f8e577a6caed934c83cbbb0bb3,,,celltypist,92
Male,https://entity.api.hubmapconsortium.org/entities/a56498f8e577a6caed934c83cbbb0bb3,,,popv,10
Male,https://entity.api.hubmapconsortium.org/entities/148d6445ed0cda5cabae377829013b4c,,,popv,9
Female,https://entity.api.hubmapconsortium.org/entities/0910bfd40695181a73e5059909e46cda,,,celltypist,117
Male,https://entity.api.hubmapconsortium.org/entities/50f466268d42ee8ebf929757ed670d12,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/b3e6c1651d33bdec8a827144c667e998,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/4887c97a8f862dfd0927fca83772da67,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/699e1e0966bf3bc53e8a114eff9c75d0,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/2c718a10905c5941d4cc134a7027f808,,,celltypist,104
Male,https://entity.api.hubmapconsortium.org/entities/2c718a10905c5941d4cc134a7027f808,,,popv,8
Male,https://entity.api.hubmapconsortium.org/entities/2a4bc7e02193ed50cc8d692db06f042d,,,celltypist,111
Male,https://entity.api.hubmapconsortium.org/entities/2638ed2b83e619710497ca2410dc1da1,,,popv,12
Male,https://entity.api.hubmapconsortium.org/entities/3f3d9117172a7ebda1a57b2d871ce1be,,,celltypist,110
Male,https://entity.api.hubmapconsortium.org/entities/133bc98251c8b80923f550ea2678380e,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/59f7fa785f9dbd46f45758e22454e912,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Female,https://entity.api.hubmapconsortium.org/entities/cf25bdcd6bae8045f6b88bb3c9a32207,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Female,https://entity.api.hubmapconsortium.org/entities/9e28cdbdb5bc5b3cf7299f13635eebc9,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/266d58d22549461cd454c32084b9f7fe,,,popv,13
Male,https://entity.api.hubmapconsortium.org/entities/2638ed2b83e619710497ca2410dc1da1,,,celltypist,80
Female,https://entity.api.hubmapconsortium.org/entities/efaecdc1565274900386733cf1661ca6,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Female,https://entity.api.hubmapconsortium.org/entities/9d85dec83a12ae900c5b7603cb74d6ca,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Female,https://entity.api.hubmapconsortium.org/entities/a7ecf4fd858a58dcaa3bab5df455065b,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Female,https://entity.api.hubmapconsortium.org/entities/e45724a72ab0e7d7b283451836dd983e,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Female,https://entity.api.hubmapconsortium.org/entities/7034950e109586361e73c1b9ddb81346,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Female,https://entity.api.hubmapconsortium.org/entities/4839e7564bc7676e781b8f3f9bfbf35b,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/98d54824c0eb9843865dfc3a53b4cff4,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/5afac98d9f449f2169b505179dd96f0e,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/2a4bc7e02193ed50cc8d692db06f042d,,,popv,9
Male,https://entity.api.hubmapconsortium.org/entities/4a535055190943788c69d672ba1c8a71,,,celltypist,119
Male,https://entity.api.hubmapconsortium.org/entities/3f3d9117172a7ebda1a57b2d871ce1be,,,popv,16
Male,https://entity.api.hubmapconsortium.org/entities/3e1d2641c370e6d6c47ff51d34fe5a58,,,celltypist,107
Male,https://entity.api.hubmapconsortium.org/entities/3e1d2641c370e6d6c47ff51d34fe5a58,,,popv,13
Female,https://entity.api.hubmapconsortium.org/entities/0910bfd40695181a73e5059909e46cda,,,popv,16
Male,https://entity.api.hubmapconsortium.org/entities/07b9f36478e22bf820ac6a084e01bf94,,,celltypist,37
Male,https://entity.api.hubmapconsortium.org/entities/5b8a17e92defe510fa91b3a97a728831,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/5dcd80f33dd59321055f621791918516,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/11b4f413984624557c2b1a4566b0d71a,CODEX,"Data/Assay Types: CODEX, ",sc_proteomics,25
Male,https://entity.api.hubmapconsortium.org/entities/17fb6d5db17936acc8fb613ce98ab808,OTHER,"Data/Assay Types: salmon_rnaseq_slideseq, ",azimuth,41
Male,https://entity.api.hubmapconsortium.org/entities/07b9f36478e22bf820ac6a084e01bf94,,,popv,4
Male,https://entity.api.hubmapconsortium.org/entities/04968c1fe0149ee367b0e53af55763e4,,,celltypist,100
Female,https://entity.api.hubmapconsortium.org/entities/9b03c4c79ef7bcd1e8992cd50ed3f482,,,celltypist,123
Female,https://entity.api.hubmapconsortium.org/entities/9b03c4c79ef7bcd1e8992cd50ed3f482,,,popv,15
Female,https://entity.api.hubmapconsortium.org/entities/abcc3410656bc854cf5e0abdee3de738,,,celltypist,124
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,10x,"Data/Assay Types: 10x, ",azimuth,17
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,10x,"Data/Assay Types: 10x, ",celltypist,23
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$interventricular%20septum,10x,"Data/Assay Types: 10x, ",popv,6
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",azimuth,16
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",celltypist,32
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5$apex%20of%20heart,10x,"Data/Assay Types: 10x, ",popv,6
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5$left%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://entity.api.hubmapconsortium.org/entities/ae24a29456fe677fcb97a4468eba922a,,,celltypist,81
Male,https://entity.api.hubmapconsortium.org/entities/ae24a29456fe677fcb97a4468eba922a,,,popv,11
Male,https://entity.api.hubmapconsortium.org/entities/9458b342e7a9bad77887b60ca42b6a26,,,celltypist,114
Male,https://entity.api.hubmapconsortium.org/entities/b0c09583b2a1b3c82eddce71706dba4b,OTHER,"Data/Assay Types: salmon_rnaseq_slideseq, ",azimuth,41
Male,https://entity.api.hubmapconsortium.org/entities/069a6930776ca28f8e10c3781aa13b56,OTHER,"Data/Assay Types: salmon_rnaseq_slideseq, ",azimuth,44
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$right%20cardiac%20atrium,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",azimuth,18
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",celltypist,37
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$heart%20right%20ventricle,10x,"Data/Assay Types: 10x, ",popv,6
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$interventricular%20septum,10x,"Data/Assay Types: 10x, ",azimuth,15
Male,https://entity.api.hubmapconsortium.org/entities/10b22d398b548c141167d4d9c4cbd79e,OTHER,"Data/Assay Types: salmon_rnaseq_slideseq, ",azimuth,43
Male,https://entity.api.hubmapconsortium.org/entities/bca0d1d7fcb2bdcde16a31d1484e83e5,OTHER,"Data/Assay Types: salmon_rnaseq_slideseq, ",azimuth,46
Male,https://entity.api.hubmapconsortium.org/entities/e3d2be85088ae5073758e6609167407a,OTHER,"Data/Assay Types: salmon_rnaseq_slideseq, ",azimuth,43
