dataset,reported_organ,sex,tool,modality,atlas_dataset,atlas_dataset_tool,similarity
https://api.cellxgene.cziscience.com/dp/v1/collections/2d2e2acd-dade-489f-a2da-6c11aa654028#HDBR14808$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.31405347265763767
https://api.cellxgene.cziscience.com/dp/v1/collections/2d2e2acd-dade-489f-a2da-6c11aa654028#HDBR14808$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.41199360181373673
https://api.cellxgene.cziscience.com/dp/v1/collections/2d2e2acd-dade-489f-a2da-6c11aa654028#HDBR14808$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,azimuth,0.3778115720475283
https://api.cellxgene.cziscience.com/dp/v1/collections/2d2e2acd-dade-489f-a2da-6c11aa654028#HDBR14808$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.2995638182420959
https://api.cellxgene.cziscience.com/dp/v1/collections/2d2e2acd-dade-489f-a2da-6c11aa654028#HDBR14808$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.40811166101173185
https://api.cellxgene.cziscience.com/dp/v1/collections/2d2e2acd-dade-489f-a2da-6c11aa654028#HDBR14808$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,azimuth,0.34540322454023964
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P1$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,popv,0.19367984136395955
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P1$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.21599025495145951
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.17280551103489314
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,popv,0.41249534213571204
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.16232848759187044
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.4491843725353254
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.22451796198100238
https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,azimuth,0.21214654016174336
https://api.cellxgene.cziscience.com/dp/v1/collections/93eebe82-d8c3-41bc-a906-63b5b5f24a9d#Aged1$bone%20marrow,http://purl.obolibrary.org/obo/UBERON_0002371,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.11493861989678048
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,popv,0.51299369418472
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.635659534574724
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.43077343397353796
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.4683040299774808
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.7223936575994295
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.678750556660741
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,azimuth,0.5969764340333726
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.7085317202822056
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.5336059266249902
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.650047885159692
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.451608738917136
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.6501562969563273
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.5663194068074981
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,popv,0.4979815359257219
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.6713711170231208
https://api.cellxgene.cziscience.com/dp/v1/collections/c1241244-b22d-483d-875b-75699efb9f3c#A32$lower%20lobe%20of%20left%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,popv,0.6648379680511997
https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-1$mesenteric%20artery,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.18406986057886665
https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-1$mesenteric%20artery,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.13262910834815547
https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-1$mesenteric%20artery,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.19271988963639328
https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-1$mesenteric%20artery,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.22822670668255204
https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-1$mesenteric%20artery,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,azimuth,0.20610870888026925
https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-1$mesenteric%20artery,http://purl.obolibrary.org/obo/UBERON_0000948,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.17065217975856112
https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-1$mesenteric%20artery,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.11214580207219828
https://api.cellxgene.cziscience.com/dp/v1/collections/e2a4a67f-6a18-431a-ab9c-6e77dd31cc80#D17$transition%20zone%20of%20prostate,http://purl.obolibrary.org/obo/UBERON_0002367,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.14926279634031167
https://api.cellxgene.cziscience.com/dp/v1/collections/fbc5881f-1ee3-4ffe-8095-35e15e1a08fc#D17$transition%20zone%20of%20prostate,http://purl.obolibrary.org/obo/UBERON_0002367,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.12692574744397545
https://entity.api.hubmapconsortium.org/entities/24709334b135821a7d5296523da4732f,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.13761231224970205
https://entity.api.hubmapconsortium.org/entities/3cea4461cc32a615254a7a6b5423aa1b,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.175389415896588
https://entity.api.hubmapconsortium.org/entities/3cea4461cc32a615254a7a6b5423aa1b,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.10004421748414752
https://entity.api.hubmapconsortium.org/entities/4446f8a7fc5611d170ac3ade263131b3,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.13994234729726301
https://entity.api.hubmapconsortium.org/entities/4446f8a7fc5611d170ac3ade263131b3,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.1828081522100808
https://entity.api.hubmapconsortium.org/entities/4446f8a7fc5611d170ac3ade263131b3,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.10162916204932822
https://entity.api.hubmapconsortium.org/entities/4446f8a7fc5611d170ac3ade263131b3,http://purl.obolibrary.org/obo/UBERON_0000948,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.11054792632187317
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.9525886276678496
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.7897521783174545
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.7390520593070949
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.6667827982402316
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.9499082345755382
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,celltypist,0.7111178797966178
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,popv,0.7301027702631252
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,azimuth,0.8369394003918231
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,azimuth,0.9728106851496255
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.9479325714023281
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/93e233e001463fea35d8617c34da098c,popv,0.9455531158260952
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,celltypist,0.8310689584398983
https://entity.api.hubmapconsortium.org/entities/8e203b38828bf9171b6026e14e6e3973,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/97effe14bbcac7911a136008c3a7f5cf,azimuth,0.7062311811114351
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,celltypist,0.21418146529448187
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,popv,0.5321198544374935
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,azimuth,0.32026507445721425
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,celltypist,0.36385535764930615
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,popv,0.1532385820075675
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,popv,0.5322196832781322
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,celltypist,0.38402016215143525
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,popv,0.1964270943860265
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,azimuth,0.3724702678700514
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,azimuth,0.15745979039066477
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,azimuth,0.1998805221666913
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL1$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,celltypist,0.21746143137661766
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,popv,0.6174092531290098
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,celltypist,0.4909120740766532
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,celltypist,0.31755988756372977
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,popv,0.3023562157576162
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,azimuth,0.47782198513293644
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,popv,0.6875868304750997
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,celltypist,0.4480265585915829
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,azimuth,0.5602446589244867
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,azimuth,0.4830435802676086
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,azimuth,0.4063121556875524
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,celltypist,0.37252103649703505
https://api.cellxgene.cziscience.com/dp/v1/collections/03cdc7f4-bd08-49d0-a395-4487c0e5a168#NL2$alveolus%20of%20lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,azimuth,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,popv,0.3201675326445393
https://api.cellxgene.cziscience.com/dp/v1/collections/24d42e5e-ce6d-45ff-a66b-a3b3b715deaf#Donor1$bone%20marrow,http://purl.obolibrary.org/obo/UBERON_0002371,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,popv,0.6397698043761262
https://api.cellxgene.cziscience.com/dp/v1/collections/24d42e5e-ce6d-45ff-a66b-a3b3b715deaf#Donor1$bone%20marrow,http://purl.obolibrary.org/obo/UBERON_0002371,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,popv,0.46808685057531263
https://api.cellxgene.cziscience.com/dp/v1/collections/26b5b4f6-828c-4791-b4a3-abb19e3b1952#pt04$bone%20marrow,http://purl.obolibrary.org/obo/UBERON_0002371,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/6204c98529c482e1bb3816559775dc54,popv,0.14635883977270708
https://api.cellxgene.cziscience.com/dp/v1/collections/26b5b4f6-828c-4791-b4a3-abb19e3b1952#pt04$bone%20marrow,http://purl.obolibrary.org/obo/UBERON_0002371,Male,popv,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,popv,0.1791547852992995
https://api.cellxgene.cziscience.com/dp/v1/collections/2d2e2acd-dade-489f-a2da-6c11aa654028#HDBR14804$lung,http://purl.obolibrary.org/obo/UBERON_0002048,Male,celltypist,sc_bulk,https://entity.api.hubmapconsortium.org/entities/b0f51c557f05bcff69c9eed090c93b79,azimuth,0.2820348089019074
