cell_label,cell_id,level,level_cell_id,level_cell_label
"double-positive, alpha-beta thymocyte",http://purl.obolibrary.org/obo/CL_0000809,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
duct epithelial cell,http://purl.obolibrary.org/obo/CL_0000068,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
early lymphoid progenitor,http://purl.obolibrary.org/obo/CL_0000936,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
eccentric medium spiny neuron,http://purl.obolibrary.org/obo/CL_4030057,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
eccentric medium spiny neuron,http://purl.obolibrary.org/obo/CL_4030057,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
"effector CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0001044,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"effector CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0001044,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"effector CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0001050,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"effector CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0001050,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"effector memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000913,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"effector memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000913,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
elicited macrophage,http://purl.obolibrary.org/obo/CL_0000861,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
elicited macrophage,http://purl.obolibrary.org/obo/CL_0000861,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
endocardial cell,http://purl.obolibrary.org/obo/CL_0002350,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endosteal cell,http://purl.obolibrary.org/obo/CL_0002157,L1,http://purl.obolibrary.org/obo/CL_0001035,bone cell
endosteal cell,http://purl.obolibrary.org/obo/CL_0002157,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endothelial cell of arteriole,http://purl.obolibrary.org/obo/CL_1000412,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endothelial cell of hepatic sinusoid,http://purl.obolibrary.org/obo/CL_1000398,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endothelial cell of respiratory system lymphatic vessel,http://purl.obolibrary.org/obo/CL_0009086,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endothelial cell of sinusoid,http://purl.obolibrary.org/obo/CL_0002262,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endothelial cell of vascular tree,http://purl.obolibrary.org/obo/CL_0002139,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
endothelial tip cell,http://purl.obolibrary.org/obo/CL_0000704,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
enterocyte,http://purl.obolibrary.org/obo/CL_0000584,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
enterocyte of epithelium of large intestine,http://purl.obolibrary.org/obo/CL_0002071,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
enterocyte of epithelium of small intestine,http://purl.obolibrary.org/obo/CL_1000334,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0000164,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
enteroendocrine cell of small intestine,http://purl.obolibrary.org/obo/CL_0009006,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
enteroglial cell,http://purl.obolibrary.org/obo/CL_4040002,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
enteroglial cell,http://purl.obolibrary.org/obo/CL_4040002,L2,http://purl.obolibrary.org/obo/CL_0000125,glial cell
epidermal Langerhans cell,http://purl.obolibrary.org/obo/CL_0002457,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
epidermal Langerhans cell,http://purl.obolibrary.org/obo/CL_0002457,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
epithelial cell,http://purl.obolibrary.org/obo/CL_0000066,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of distal tubule,http://purl.obolibrary.org/obo/CL_0002305,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of early distal convoluted tubule,http://purl.obolibrary.org/obo/CL_4030016,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of large intestine,http://purl.obolibrary.org/obo/CL_0002253,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of late distal convoluted tubule,http://purl.obolibrary.org/obo/CL_4030017,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of lower respiratory tract,http://purl.obolibrary.org/obo/CL_0002632,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of pancreas,http://purl.obolibrary.org/obo/CL_0000083,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of proximal tubule,http://purl.obolibrary.org/obo/CL_0002306,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of proximal tubule segment 1,http://purl.obolibrary.org/obo/CL_4030009,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of proximal tubule segment 2,http://purl.obolibrary.org/obo/CL_4030010,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of proximal tubule segment 3,http://purl.obolibrary.org/obo/CL_4030011,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of small intestine,http://purl.obolibrary.org/obo/CL_0002254,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002293,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
epithelial cell of uterus,http://purl.obolibrary.org/obo/CL_0002149,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
erythroblast,http://purl.obolibrary.org/obo/CL_0000765,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,L2,http://purl.obolibrary.org/obo/CL_0000081,blood cell
erythroid lineage cell,http://purl.obolibrary.org/obo/CL_0000764,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
erythroid progenitor cell,http://purl.obolibrary.org/obo/CL_0000038,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
fetal artery endothelial cell,http://purl.obolibrary.org/obo/CL_4047006,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
fetal derived definitive erythrocyte,http://purl.obolibrary.org/obo/CL_0002357,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
fetal derived definitive erythrocyte,http://purl.obolibrary.org/obo/CL_0002357,L2,http://purl.obolibrary.org/obo/CL_0000081,blood cell
fibroblast,http://purl.obolibrary.org/obo/CL_0000057,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
fibroblast,http://purl.obolibrary.org/obo/CL_0000057,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
fibroblast of breast,http://purl.obolibrary.org/obo/CL_4006000,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
fibroblast of breast,http://purl.obolibrary.org/obo/CL_4006000,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
fibroblast of lung,http://purl.obolibrary.org/obo/CL_0002553,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
fibroblast of lung,http://purl.obolibrary.org/obo/CL_0002553,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
follicular B cell,http://purl.obolibrary.org/obo/CL_0000843,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
follicular B cell,http://purl.obolibrary.org/obo/CL_0000843,L2,http://purl.obolibrary.org/obo/CL_0000236,B cell
follicular dendritic cell,http://purl.obolibrary.org/obo/CL_0000442,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
follicular dendritic cell,http://purl.obolibrary.org/obo/CL_0000442,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
foveolar cell of stomach,http://purl.obolibrary.org/obo/CL_0002179,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
gamma-delta T cell,http://purl.obolibrary.org/obo/CL_0000798,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
gamma-delta T cell,http://purl.obolibrary.org/obo/CL_0000798,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
germ cell,http://purl.obolibrary.org/obo/CL_0000586,L1,http://purl.obolibrary.org/obo/CL_0000039,germ line cell
germinal center B cell,http://purl.obolibrary.org/obo/CL_0000844,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
germinal center B cell,http://purl.obolibrary.org/obo/CL_0000844,L2,http://purl.obolibrary.org/obo/CL_0000236,B cell
glial cell,http://purl.obolibrary.org/obo/CL_0000125,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
glial cell,http://purl.obolibrary.org/obo/CL_0000125,L2,http://purl.obolibrary.org/obo/CL_0000125,glial cell
glomerular capillary endothelial cell,http://purl.obolibrary.org/obo/CL_1001005,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
goblet cell,http://purl.obolibrary.org/obo/CL_0000160,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,L1,http://purl.obolibrary.org/obo/CL_0001035,bone cell
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
granulocytopoietic cell,http://purl.obolibrary.org/obo/CL_0002191,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
granulosa cell,http://purl.obolibrary.org/obo/CL_0000501,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
granzyme K-associated CD8 T cell,http://purl.obolibrary.org/obo/CL_4052021,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
granzyme K-associated CD8 T cell,http://purl.obolibrary.org/obo/CL_4052021,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"group 2 innate lymphoid cell, human",http://purl.obolibrary.org/obo/CL_0001081,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
group 3 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001071,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"group 3 innate lymphoid cell, human",http://purl.obolibrary.org/obo/CL_0001078,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
gut endothelial cell,http://purl.obolibrary.org/obo/CL_0000131,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
helper T cell,http://purl.obolibrary.org/obo/CL_0000912,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
helper T cell,http://purl.obolibrary.org/obo/CL_0000912,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
hematopoietic multipotent progenitor cell,http://purl.obolibrary.org/obo/CL_0000837,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0000037,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
hepatocyte,http://purl.obolibrary.org/obo/CL_0000182,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
hillock cell,http://purl.obolibrary.org/obo/CL_4030024,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
hippocampal CA1-3 neuron,http://purl.obolibrary.org/obo/CL_4023060,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
hippocampal CA1-3 neuron,http://purl.obolibrary.org/obo/CL_4023060,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
hippocampal CA4 neuron,http://purl.obolibrary.org/obo/CL_4023061,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
hippocampal CA4 neuron,http://purl.obolibrary.org/obo/CL_4023061,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
immature B cell,http://purl.obolibrary.org/obo/CL_0000816,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
immature B cell,http://purl.obolibrary.org/obo/CL_0000816,L2,http://purl.obolibrary.org/obo/CL_0000236,B cell
immature alpha-beta T cell,http://purl.obolibrary.org/obo/CL_0000790,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
immature alpha-beta T cell,http://purl.obolibrary.org/obo/CL_0000790,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
immature pericyte,http://purl.obolibrary.org/obo/CL_4047007,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001065,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
intermediate monocyte,http://purl.obolibrary.org/obo/CL_0002393,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
intermediate monocyte,http://purl.obolibrary.org/obo/CL_0002393,L2,http://purl.obolibrary.org/obo/CL_0000576,monocyte
interstitial cell of Cajal,http://purl.obolibrary.org/obo/CL_0002088,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
intestinal crypt stem cell of large intestine,http://purl.obolibrary.org/obo/CL_0009016,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
intestinal crypt stem cell of large intestine,http://purl.obolibrary.org/obo/CL_0009016,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
intestinal crypt stem cell of small intestine,http://purl.obolibrary.org/obo/CL_0009017,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
intestinal crypt stem cell of small intestine,http://purl.obolibrary.org/obo/CL_0009017,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
intestinal enteroendocrine cell,http://purl.obolibrary.org/obo/CL_1001516,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
intrahepatic cholangiocyte,http://purl.obolibrary.org/obo/CL_0002538,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
ionocyte,http://purl.obolibrary.org/obo/CL_0005006,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
keratinocyte,http://purl.obolibrary.org/obo/CL_0000312,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney collecting duct alpha-intercalated cell,http://purl.obolibrary.org/obo/CL_4030015,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney connecting tubule alpha-intercalated cell,http://purl.obolibrary.org/obo/CL_4030020,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney connecting tubule epithelial cell,http://purl.obolibrary.org/obo/CL_1000768,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney connecting tubule principal cell,http://purl.obolibrary.org/obo/CL_4030018,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney cortex collecting duct principal cell,http://purl.obolibrary.org/obo/CL_1000714,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney granular cell,http://purl.obolibrary.org/obo/CL_0000648,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
kidney inner medulla collecting duct epithelial cell,http://purl.obolibrary.org/obo/CL_1000547,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_1000692,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_1000692,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
kidney loop of Henle cortical thick ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001109,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney loop of Henle epithelial cell,http://purl.obolibrary.org/obo/CL_1000909,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney loop of Henle long descending thin limb inner medulla epithelial cell,http://purl.obolibrary.org/obo/CL_4030014,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney loop of Henle long descending thin limb outer medulla epithelial cell,http://purl.obolibrary.org/obo/CL_4030013,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney loop of Henle medullary thick ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001108,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney loop of Henle short descending thin limb epithelial cell,http://purl.obolibrary.org/obo/CL_4030012,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney loop of Henle thin ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001107,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney outer medulla collecting duct intercalated cell,http://purl.obolibrary.org/obo/CL_1000717,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
kidney outer medulla collecting duct principal cell,http://purl.obolibrary.org/obo/CL_1000716,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
lactocyte,http://purl.obolibrary.org/obo/CL_0002325,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
lactocyte,http://purl.obolibrary.org/obo/CL_0002325,L2,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell
large intestine goblet cell,http://purl.obolibrary.org/obo/CL_1000320,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
liver dendritic cell,http://purl.obolibrary.org/obo/CL_2000055,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
liver dendritic cell,http://purl.obolibrary.org/obo/CL_2000055,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
liver-resident natural killer cell,http://purl.obolibrary.org/obo/CL_4047101,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
luminal adaptive secretory precursor cell of mammary gland,http://purl.obolibrary.org/obo/CL_4033057,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
luminal cell of prostate epithelium,http://purl.obolibrary.org/obo/CL_0002340,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
luminal epithelial cell of mammary gland,http://purl.obolibrary.org/obo/CL_0002326,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
luminal hormone-sensing cell of mammary gland,http://purl.obolibrary.org/obo/CL_4033058,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
lung interstitial macrophage,http://purl.obolibrary.org/obo/CL_4033043,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
lung interstitial macrophage,http://purl.obolibrary.org/obo/CL_4033043,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
lung interstitial macrophage,http://purl.obolibrary.org/obo/CL_4033043,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
lung macrophage,http://purl.obolibrary.org/obo/CL_1001603,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
lung macrophage,http://purl.obolibrary.org/obo/CL_1001603,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
lung microvascular endothelial cell,http://purl.obolibrary.org/obo/CL_2000016,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
lung migratory dendritic cell,http://purl.obolibrary.org/obo/CL_4033045,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
lung migratory dendritic cell,http://purl.obolibrary.org/obo/CL_4033045,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
lung multiciliated epithelial cell,http://purl.obolibrary.org/obo/CL_1000271,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
lung pericyte,http://purl.obolibrary.org/obo/CL_0009089,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
lymphocyte,http://purl.obolibrary.org/obo/CL_0000542,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
lymphoid lineage restricted progenitor cell,http://purl.obolibrary.org/obo/CL_0000838,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
macrophage,http://purl.obolibrary.org/obo/CL_0000235,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
macrophage,http://purl.obolibrary.org/obo/CL_0000235,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
macula densa epithelial cell,http://purl.obolibrary.org/obo/CL_1000850,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
mammillary body neuron,http://purl.obolibrary.org/obo/CL_4023074,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
mammillary body neuron,http://purl.obolibrary.org/obo/CL_4023074,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
mast cell,http://purl.obolibrary.org/obo/CL_0000097,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
mature NK T cell,http://purl.obolibrary.org/obo/CL_0000814,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
mature NK T cell,http://purl.obolibrary.org/obo/CL_0000814,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
mature alpha-beta T cell,http://purl.obolibrary.org/obo/CL_0000791,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
mature alpha-beta T cell,http://purl.obolibrary.org/obo/CL_0000791,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
medullary thymic epithelial cell,http://purl.obolibrary.org/obo/CL_0002365,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
megakaryocyte,http://purl.obolibrary.org/obo/CL_0000556,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
megakaryocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000553,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
megakaryocyte-erythroid progenitor cell,http://purl.obolibrary.org/obo/CL_0000050,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
melanocyte,http://purl.obolibrary.org/obo/CL_0000148,L1,http://purl.obolibrary.org/obo/CL_0000148,melanocyte
melanocyte of skin,http://purl.obolibrary.org/obo/CL_1000458,L1,http://purl.obolibrary.org/obo/CL_0000148,melanocyte
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
memory B cell,http://purl.obolibrary.org/obo/CL_0000787,L2,http://purl.obolibrary.org/obo/CL_0000236,B cell
memory T cell,http://purl.obolibrary.org/obo/CL_0000813,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
memory T cell,http://purl.obolibrary.org/obo/CL_0000813,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
mesangial cell,http://purl.obolibrary.org/obo/CL_0000650,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
mesenchymal stem cell,http://purl.obolibrary.org/obo/CL_0000134,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
mesenchymal stem cell,http://purl.obolibrary.org/obo/CL_0000134,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
mesenchymal stem cell of adipose tissue,http://purl.obolibrary.org/obo/CL_0002570,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
mesenchymal stem cell of adipose tissue,http://purl.obolibrary.org/obo/CL_0002570,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
mesothelial cell of pleura,http://purl.obolibrary.org/obo/CL_1000491,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
mesothelial cell of visceral pleura,http://purl.obolibrary.org/obo/CL_1000493,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
metallothionein-positive alveolar macrophage,http://purl.obolibrary.org/obo/CL_4033042,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
metallothionein-positive alveolar macrophage,http://purl.obolibrary.org/obo/CL_4033042,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
microfold cell of epithelium of small intestine,http://purl.obolibrary.org/obo/CL_1000353,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
microfold cell of epithelium proper of large intestine,http://purl.obolibrary.org/obo/CL_1000360,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,L2,http://purl.obolibrary.org/obo/CL_0000125,glial cell
microglial cell,http://purl.obolibrary.org/obo/CL_0000129,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
microvascular endothelial cell,http://purl.obolibrary.org/obo/CL_2000008,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
midbrain-derived inhibitory neuron,http://purl.obolibrary.org/obo/CL_4023079,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
midbrain-derived inhibitory neuron,http://purl.obolibrary.org/obo/CL_4023079,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
migratory dendritic cell,http://purl.obolibrary.org/obo/CL_4047054,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
migratory dendritic cell,http://purl.obolibrary.org/obo/CL_4047054,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
migratory enteric neural crest cell,http://purl.obolibrary.org/obo/CL_0002607,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
monocyte,http://purl.obolibrary.org/obo/CL_0000576,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
monocyte,http://purl.obolibrary.org/obo/CL_0000576,L2,http://purl.obolibrary.org/obo/CL_0000576,monocyte
monocyte-derived dendritic cell,http://purl.obolibrary.org/obo/CL_0011031,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
monocyte-derived dendritic cell,http://purl.obolibrary.org/obo/CL_0011031,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
mucosal-associated invariant T cell,http://purl.obolibrary.org/obo/CL_0000940,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
mucosal-associated invariant T cell,http://purl.obolibrary.org/obo/CL_0000940,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
mucus secreting cell of bronchus submucosal gland,http://purl.obolibrary.org/obo/CL_4033022,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
mucus secreting cell of bronchus submucosal gland,http://purl.obolibrary.org/obo/CL_4033022,L2,http://purl.obolibrary.org/obo/CL_0000152,exocrine cell
