organ_id,organ,extraction_site,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_igg-plasma-cell,IgG plasma cell,6,6.466910972192282E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_k-cells-gip-,K cells (GIP+),6,6.466910972192282E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_treg,Treg,6,6.466910972192282E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cx3cr1-cd8-tmem,CX3CR1+ CD8 Tmem,5,5.389092476826903E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_megakaryocyte,Megakaryocyte,5,5.389092476826903E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-ch25h-,Stromal 2 (CH25H+),5,5.389092476826903E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-npy-,Stromal 2 (NPY+),5,5.389092476826903E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv4-gdt,TRGV4 gdT,5,5.389092476826903E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_rbc,RBC,5,5.389092476826903E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best2-goblet-cell,BEST2+ Goblet cell,4,4.311273981461522E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_germ,Germ,4,4.311273981461522E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec2-madcam1-,LEC2 (MADCAM1+),4,4.311273981461522E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium-prg4-,Mesothelium (PRG4+),4,4.311273981461522E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd4-t,Activated CD4 T,4,4.311273981461522E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-encc-glia,cycling ENCC/glia,4,4.311273981461522E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-neuroblast,cycling neuroblast,3,3.233455486096141E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_m-x-cells-mln-ghrl-,M/X cells (MLN/GHRL+),3,3.233455486096141E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_memory-b,Memory B,3,3.233455486096141E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_distal-progenitor,Distal progenitor,3,3.233455486096141E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd8-t,Activated CD8 T,2,2.155636990730761E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-tac1-,EC cells (TAC1+),2,2.155636990730761E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_gc-b-cell,GC B cell,2,2.155636990730761E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-1-dhh-,Glia 1 (DHH+),2,2.155636990730761E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lz-gc-cell,LZ GC cell,2,2.155636990730761E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fcrl4-memory-b,FCRL4+ Memory B,1,1.07781849536538E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fdc,FDC,1,1.07781849536538E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium,Mesothelium,1,1.07781849536538E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv5-7-gdt,TRGV5/7 gdT,1,1.07781849536538E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_immature-b,Immature B,1,1.07781849536538E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trdv2-trgv9-gdt,TRDV2/TRGV9 gdT,1,1.07781849536538E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-stromal,cycling stromal,1,1.07781849536538E-4
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_colonocyte,Colonocyte,922,0.1344415281423156
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_goblet-cell,Goblet cell,808,0.1178186060075824
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_tfh,Tfh,321,0.04680664916885389
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,306,0.04461942257217848
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-t,Activated T,302,0.04403616214639837
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_eecs,EECs,264,0.03849518810148731
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_smc-plpp2-,SMC (PLPP2+),263,0.03834937299504228
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-plasma-cell,Cycling plasma cell,250,0.03645377661125693
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stem-cells,Stem cells,208,0.03032954214056576
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_myofibroblast,myofibroblast,207,0.03018372703412073
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ta,TA,152,0.02216389617964421
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_iga-plasma-cell,IgA plasma cell,129,0.01881014873140857
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_adult-glia,Adult Glia,126,0.01837270341207349
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-stromal-3-c3-,Transitional Stromal 3 (C3+),126,0.01837270341207349
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best4-epithelial,BEST4+ epithelial,126,0.01837270341207349
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv2-gdt,TRGV2 gdT,123,0.01793525809273841
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-1-ccl11-,Stromal 1 (CCL11+),108,0.01574803149606299
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesoderm-1-hand1-,Mesoderm 1 (HAND1+),105,0.01531058617672791
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-3-bcan-,Glia 3 (BCAN+),88,0.01283172936716244
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_contractile-pericyte-pln-,Contractile pericyte (PLN+),79,0.01151939340915719
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_proximal-progenitor,Proximal progenitor,67,0.009769612131816856
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_arterial-capillary,Arterial Capillary,63,0.009186351706036745
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-3-kcnn3-,Stromal 3 (KCNN3+),61,0.00889472149314669
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-b-cell,Cycling B cell,58,0.008457276173811607
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_tuft,Tuft,54,0.007874015748031496
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-b1-emn-,Branch B1 (eMN),54,0.007874015748031496
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_distal-progenitor,Distal progenitor,53,0.007728200641586468
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_memory-b,Memory B,53,0.007728200641586468
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_myofibroblast-rspo2-,myofibroblast (RSPO2+),53,0.007728200641586468
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best2-goblet-cell,BEST2+ Goblet cell,49,0.007144940215806358
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium-rgs5-,Mesothelium (RGS5+),49,0.007144940215806358
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mature-arterial-ec,Mature arterial EC,48,0.00699912510936133
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_nk-cell,NK cell,47,0.006853310002916302
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_macrophages,Macrophages,43,0.006270049577136191
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_smc-part1-capn3-,SMC (PART1/CAPN3+),43,0.006270049577136191
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mature-venous-ec,Mature venous EC,38,0.005540974044911053
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-npy-,Stromal 2 (NPY+),38,0.005540974044911053
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-3-c7-,Stromal 3 (C7+),38,0.005540974044911053
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a4-in-,Branch A4 (IN),37,0.005395158938466025
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lyve1-macrophage,LYVE1+ Macrophage,37,0.005395158938466025
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv4-gdt,TRGV4 gdT,35,0.00510352872557597
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-ec,cycling EC,34,0.004957713619130942
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a2-ipan-in-,Branch A2 (IPAN/IN),33,0.004811898512685914
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mlto,mLTo,32,0.004666083406240887
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec1-ackr4-,LEC1 (ACKR4+),31,0.004520268299795859
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pre-b,Pre-B,29,0.004228638086905804
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_treg,Treg,28,0.004082822980460776
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_igg-plasma-cell,IgG plasma cell,26,0.00379119276757072
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lymphoid-dc,Lymphoid DC,26,0.00379119276757072
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stat1-naive-b,STAT1+ Naive B,25,0.003645377661125693
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec6-adamts4-,LEC6 (ADAMTS4+),24,0.003499562554680665
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mast-cell,mast cell,23,0.003353747448235637
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-venous-ec,Fetal venous EC,21,0.003062117235345582
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_l-cells-pyy-,L cells (PYY+),21,0.003062117235345582
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_paneth,Paneth,21,0.003062117235345582
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_progenitor-neurog3-,Progenitor (NEUROG3+),19,0.002770487022455526
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd8-t,SELL+ CD8 T,19,0.002770487022455526
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_angiogenic-pericyte,angiogenic pericyte,18,0.002624671916010499
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec4-stab2-,LEC4 (STAB2+),18,0.002624671916010499
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-2-eln-,Glia 2 (ELN+),17,0.002478856809565471
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_nk-t-cell,NK T cell,17,0.002478856809565471
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pericyte,Pericyte,16,0.002333041703120443
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cd8-tmem,CD8 Tmem,16,0.002333041703120443
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mait-cell,MAIT cell,15,0.002187226596675416
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mln-stroma-fmo2-,mLN Stroma (FMO2+),15,0.002187226596675416
http://purl.obolibrary.org/obo/UBERON_0000059,large intestine,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-arterial-ec,Fetal arterial EC,13,0.00189559638378536
