tool,organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
azimuth,VHFLung,Lateral segmental bronchus,lung pericyte,http://purl.obolibrary.org/obo/CL_0009089,130,1170
azimuth,VHFLung,Lateral segmental bronchus,mast cell,http://purl.obolibrary.org/obo/CL_0000097,4.66666666666666666667,42
azimuth,VHFLung,Lateral segmental bronchus,monocyte,http://purl.obolibrary.org/obo/CL_0000576,145,1305
azimuth,VHFLung,Lateral segmental bronchus,multi-ciliated epithelial cell:non-nasal,http://purl.obolibrary.org/obo/CL_0005012,136,1224
azimuth,VHFLung,Lateral segmental bronchus,myofibroblast cell,http://purl.obolibrary.org/obo/CL_0000186,89.33333333333333333333,804
azimuth,VHFLung,Lateral segmental bronchus,nasal mucosa goblet cell,http://purl.obolibrary.org/obo/CL_0002480,7,21
azimuth,VHFLung,Lateral segmental bronchus,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,2,12
azimuth,VHFLung,Lateral segmental bronchus,pulmonary interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0002241,83,498
azimuth,VHFLung,Lateral segmental bronchus,respiratory basal cell,http://purl.obolibrary.org/obo/CL_0002633,9.66666666666666666667,87
azimuth,VHFLung,Lateral segmental bronchus,serous secreting cell:activated,http://purl.obolibrary.org/obo/CL_0000313,22,66
azimuth,VHFLung,Lateral segmental bronchus,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,22,198
azimuth,VHFLung,Lateral segmental bronchus,tissue-resident macrophage,http://purl.obolibrary.org/obo/CL_0000864,79.66666666666666666667,717
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,B cell,http://purl.obolibrary.org/obo/CL_0000236,25,250
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,CD1c-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002399,94.5,945
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,288.8,2888
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,Monocyte-derived Mφ,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,51.3,513
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,Non-classical monocytes,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,129.3,1293
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,T cell:proliferating,http://purl.obolibrary.org/obo/CL_0000084,1,1
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,Transitional Club-AT2,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,136.4,1364
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,alveolar type 1 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028004,1691.1,16911
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,alveolar type 2 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028006,1341.5,13415
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,2719,27190
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,club cell:non-nasal,http://purl.obolibrary.org/obo/CL_0000158,22,220
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,duct epithelial cell,http://purl.obolibrary.org/obo/CL_0000068,2.5,10
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,"effector memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000913,493.7,4937
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,227.3,2273
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,endothelial cell of lymphatic vessel:differentiating,http://purl.obolibrary.org/obo/CL_0002138,96.83333333333333333333,581
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,endothelial cell of lymphatic vessel:mature,http://purl.obolibrary.org/obo/CL_0002138,76,304
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,290.66666666666666666667,1744
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,endothelial cell of venule:pulmonary,http://purl.obolibrary.org/obo/CL_1000414,293.5,1174
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,fibroblast of lung:adventitial,http://purl.obolibrary.org/obo/CL_0002553,854,1708
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,fibroblast of lung:alveolar,http://purl.obolibrary.org/obo/CL_0002553,1453.5,11628
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,ionocyte,http://purl.obolibrary.org/obo/CL_0005006,57.5,575
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,lung pericyte,http://purl.obolibrary.org/obo/CL_0009089,228,2280
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,mast cell,http://purl.obolibrary.org/obo/CL_0000097,77,770
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,monocyte,http://purl.obolibrary.org/obo/CL_0000576,85.4,854
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,multi-ciliated epithelial cell:non-nasal,http://purl.obolibrary.org/obo/CL_0005012,384.7,3847
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,myofibroblast cell,http://purl.obolibrary.org/obo/CL_0000186,187.9,1879
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,nasal mucosa goblet cell,http://purl.obolibrary.org/obo/CL_0002480,2,12
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,plasma cell,http://purl.obolibrary.org/obo/CL_0000786,6.33333333333333333333,38
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,pulmonary interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0002241,1,2
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,respiratory basal cell,http://purl.obolibrary.org/obo/CL_0002633,72.25,578
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,serous secreting cell:activated,http://purl.obolibrary.org/obo/CL_0000313,50.2,502
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,114.2,1142
azimuth,VHFLung,Right Anterior Bronchopulmonary Segment,tissue-resident macrophage,http://purl.obolibrary.org/obo/CL_0000864,16.75,134
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,B cell,http://purl.obolibrary.org/obo/CL_0000236,105.42857142857142857143,738
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,CD1c-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002399,233,1631
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,4013.57142857142857142857,28095
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,Monocyte-derived Mφ,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,28.28571428571428571429,198
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,Non-classical monocytes,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,54.42857142857142857143,381
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,Transitional Club-AT2,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,62.71428571428571428571,439
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,13.2,66
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,alveolar type 1 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028004,3233.85714285714285714286,22637
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,alveolar type 2 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028006,2108.71428571428571428571,14761
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,3175.66666666666666666667,19054
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,capillary endothelial cell:aerocyte,http://purl.obolibrary.org/obo/CL_0002144,11453,11453
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,club cell:nasal,http://purl.obolibrary.org/obo/CL_0000158,53,53
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,club cell:non-nasal,http://purl.obolibrary.org/obo/CL_0000158,48,192
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,"effector memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000913,2710.71428571428571428571,18975
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,335.28571428571428571429,2347
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,endothelial cell of lymphatic vessel:differentiating,http://purl.obolibrary.org/obo/CL_0002138,85,170
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,endothelial cell of lymphatic vessel:mature,http://purl.obolibrary.org/obo/CL_0002138,195.4,977
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,2281.33333333333333333333,6844
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,endothelial cell of venule:pulmonary,http://purl.obolibrary.org/obo/CL_1000414,236.5,946
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,fibroblast of lung:alveolar,http://purl.obolibrary.org/obo/CL_0002553,1463.57142857142857142857,10245
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,intestinal tuft cell,http://purl.obolibrary.org/obo/CL_0019032,2,2
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,ionocyte,http://purl.obolibrary.org/obo/CL_0005006,341.14285714285714285714,2388
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,lung pericyte,http://purl.obolibrary.org/obo/CL_0009089,291.14285714285714285714,2038
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,mast cell,http://purl.obolibrary.org/obo/CL_0000097,97.85714285714285714286,685
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,monocyte,http://purl.obolibrary.org/obo/CL_0000576,238.28571428571428571429,1668
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,multi-ciliated epithelial cell:non-nasal,http://purl.obolibrary.org/obo/CL_0005012,1935.28571428571428571429,13547
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,myofibroblast cell,http://purl.obolibrary.org/obo/CL_0000186,162,1134
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,nasal mucosa goblet cell,http://purl.obolibrary.org/obo/CL_0002480,22,66
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,3.33333333333333333333,20
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,plasma cell,http://purl.obolibrary.org/obo/CL_0000786,11.33333333333333333333,68
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,"plasmacytoid dendritic cell, human",http://purl.obolibrary.org/obo/CL_0001058,6.33333333333333333333,19
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,respiratory basal cell,http://purl.obolibrary.org/obo/CL_0002633,286.2,1431
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,serous secreting cell:activated,http://purl.obolibrary.org/obo/CL_0000313,56.66666666666666666667,340
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,serous secreting cell:nasal,http://purl.obolibrary.org/obo/CL_0000313,12,12
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,1322,9254
azimuth,VHFLung,Right Apical Bronchopulmonary Segment,tissue-resident macrophage,http://purl.obolibrary.org/obo/CL_0000864,9.16666666666666666667,55
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,B cell,http://purl.obolibrary.org/obo/CL_0000236,106.47368421052631578947,2023
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,CD1c-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002399,207.68421052631578947368,3946
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,2108.63157894736842105263,40064
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,Monocyte-derived Mφ,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,313.26315789473684210526,5952
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,Non-classical monocytes,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,476.10526315789473684211,9046
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,T cell:proliferating,http://purl.obolibrary.org/obo/CL_0000084,5.8,58
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,Transitional Club-AT2,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,45.26315789473684210526,860
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,87.38461538461538461538,1136
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,alveolar macrophage:proliferating,http://purl.obolibrary.org/obo/CL_0000583,74.5,149
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,alveolar type 1 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028004,2913.15789473684210526316,55350
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,alveolar type 2 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028006,1835.11764705882352941176,31197
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,alveolar type 2 fibroblast cell:proliferating,http://purl.obolibrary.org/obo/CL_4028006,2499,4998
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,4139.28571428571428571429,57950
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,capillary endothelial cell:aerocyte,http://purl.obolibrary.org/obo/CL_0002144,1252.4,6262
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,club cell:nasal,http://purl.obolibrary.org/obo/CL_0000158,5.75,23
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,club cell:non-nasal,http://purl.obolibrary.org/obo/CL_0000158,26.125,209
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,duct epithelial cell,http://purl.obolibrary.org/obo/CL_0000068,2,2
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,"effector memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000913,759.57894736842105263158,14432
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,310.42105263157894736842,5898
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,endothelial cell of lymphatic vessel:differentiating,http://purl.obolibrary.org/obo/CL_0002138,105.28571428571428571429,1474
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,endothelial cell of lymphatic vessel:mature,http://purl.obolibrary.org/obo/CL_0002138,154,770
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,1633.55555555555555555556,14702
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,endothelial cell of venule:pulmonary,http://purl.obolibrary.org/obo/CL_1000414,79.5,795
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,fibroblast of lung:adventitial,http://purl.obolibrary.org/obo/CL_0002553,2137.25,8549
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,fibroblast of lung:alveolar,http://purl.obolibrary.org/obo/CL_0002553,1001.73333333333333333333,15026
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,intestinal tuft cell,http://purl.obolibrary.org/obo/CL_0019032,7.75,31
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,ionocyte,http://purl.obolibrary.org/obo/CL_0005006,222.36842105263157894737,4225
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,lung pericyte,http://purl.obolibrary.org/obo/CL_0009089,176.15789473684210526316,3347
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,mast cell,http://purl.obolibrary.org/obo/CL_0000097,21.73684210526315789474,413
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,monocyte,http://purl.obolibrary.org/obo/CL_0000576,173.36842105263157894737,3294
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,multi-ciliated epithelial cell:non-nasal,http://purl.obolibrary.org/obo/CL_0005012,2154.21052631578947368421,40930
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,myofibroblast cell,http://purl.obolibrary.org/obo/CL_0000186,156.73684210526315789474,2978
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,nasal mucosa goblet cell,http://purl.obolibrary.org/obo/CL_0002480,11.2,56
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,5.91666666666666666667,71
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,neuroendocrine cell,http://purl.obolibrary.org/obo/CL_0000165,9.5,38
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,plasma cell,http://purl.obolibrary.org/obo/CL_0000786,12.2,122
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,"plasmacytoid dendritic cell, human",http://purl.obolibrary.org/obo/CL_0001058,4,4
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,pulmonary interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0002241,41.875,670
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,respiratory basal cell,http://purl.obolibrary.org/obo/CL_0002633,104.05263157894736842105,1977
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,serous secreting cell:activated,http://purl.obolibrary.org/obo/CL_0000313,25.81818181818181818182,284
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,140.63157894736842105263,2672
azimuth,VHFLung,Right Lateral Bronchopulmonary Segment,tissue-resident macrophage,http://purl.obolibrary.org/obo/CL_0000864,67.88888888888888888889,1222
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,B cell,http://purl.obolibrary.org/obo/CL_0000236,93.42105263157894736842,1775
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,CD1c-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002399,104.21052631578947368421,1980
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,247.89473684210526315789,4710
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,Monocyte-derived Mφ,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,201.42105263157894736842,3827
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,Non-classical monocytes,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,298.42105263157894736842,5670
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,T cell:proliferating,http://purl.obolibrary.org/obo/CL_0000084,6.83333333333333333333,41
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,Transitional Club-AT2,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,39.68421052631578947368,754
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,83.9,839
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,alveolar type 1 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028004,930.15789473684210526316,17673
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,alveolar type 2 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028006,1278.78947368421052631579,24297
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,1636.0625,26177
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,capillary endothelial cell:aerocyte,http://purl.obolibrary.org/obo/CL_0002144,326,978
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,club cell:nasal,http://purl.obolibrary.org/obo/CL_0000158,6.6,33
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,club cell:non-nasal,http://purl.obolibrary.org/obo/CL_0000158,26.25,210
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,duct epithelial cell,http://purl.obolibrary.org/obo/CL_0000068,1,4
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,"effector memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000913,439.31578947368421052632,8347
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,84.78947368421052631579,1611
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,endothelial cell of lymphatic vessel:differentiating,http://purl.obolibrary.org/obo/CL_0002138,113.08333333333333333333,1357
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,endothelial cell of lymphatic vessel:mature,http://purl.obolibrary.org/obo/CL_0002138,52,364
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,173.81818181818181818182,1912
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,endothelial cell of venule:pulmonary,http://purl.obolibrary.org/obo/CL_1000414,77,616
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,fibroblast of lung:adventitial,http://purl.obolibrary.org/obo/CL_0002553,1742,5226
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,fibroblast of lung:alveolar,http://purl.obolibrary.org/obo/CL_0002553,739.3125,11829
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,intestinal tuft cell,http://purl.obolibrary.org/obo/CL_0019032,6,18
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,ionocyte,http://purl.obolibrary.org/obo/CL_0005006,25.68421052631578947368,488
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,lung pericyte,http://purl.obolibrary.org/obo/CL_0009089,140.10526315789473684211,2662
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,mast cell,http://purl.obolibrary.org/obo/CL_0000097,24.10526315789473684211,458
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,monocyte,http://purl.obolibrary.org/obo/CL_0000576,123.52631578947368421053,2347
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,multi-ciliated epithelial cell:non-nasal,http://purl.obolibrary.org/obo/CL_0005012,263.63157894736842105263,5009
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,myofibroblast cell,http://purl.obolibrary.org/obo/CL_0000186,114.57894736842105263158,2177
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,nasal mucosa goblet cell,http://purl.obolibrary.org/obo/CL_0002480,5.85714285714285714286,41
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,2,12
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,neuroendocrine cell,http://purl.obolibrary.org/obo/CL_0000165,2,4
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,plasma cell,http://purl.obolibrary.org/obo/CL_0000786,12.75,102
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,"plasmacytoid dendritic cell, human",http://purl.obolibrary.org/obo/CL_0001058,2,8
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,pulmonary interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0002241,46.5,558
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,respiratory basal cell,http://purl.obolibrary.org/obo/CL_0002633,34.76470588235294117647,591
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,serous secreting cell:activated,http://purl.obolibrary.org/obo/CL_0000313,40.44444444444444444444,364
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,72.52631578947368421053,1378
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,tissue-resident macrophage,http://purl.obolibrary.org/obo/CL_0000864,52.64705882352941176471,895
azimuth,VHFLung,Right Medial Bronchopulmonary Segment,tracheobronchial goblet cell,http://purl.obolibrary.org/obo/CL_0019003,10.5,42
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,B cell,http://purl.obolibrary.org/obo/CL_0000236,109.81818181818181818182,1208
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,CD1c-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002399,210.27272727272727272727,2313
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,2849.72727272727272727273,31347
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,Monocyte-derived Mφ,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,83.27272727272727272727,916
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,Non-classical monocytes,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,146.09090909090909090909,1607
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,T cell:proliferating,http://purl.obolibrary.org/obo/CL_0000084,1.5,6
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,Transitional Club-AT2,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,60.27272727272727272727,663
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,16.44444444444444444444,148
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,alveolar type 1 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028004,2616.45454545454545454545,28781
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,alveolar type 2 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028006,2300.09090909090909090909,25301
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,3149.6,31496
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,capillary endothelial cell:aerocyte,http://purl.obolibrary.org/obo/CL_0002144,11453,11453
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,club cell:nasal,http://purl.obolibrary.org/obo/CL_0000158,57,171
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,club cell:non-nasal,http://purl.obolibrary.org/obo/CL_0000158,36.66666666666666666667,220
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,duct epithelial cell,http://purl.obolibrary.org/obo/CL_0000068,16,32
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,"effector memory CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000913,2062.09090909090909090909,22683
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,384.27272727272727272727,4227
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,endothelial cell of lymphatic vessel:differentiating,http://purl.obolibrary.org/obo/CL_0002138,247,494
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,endothelial cell of lymphatic vessel:mature,http://purl.obolibrary.org/obo/CL_0002138,158.33333333333333333333,1425
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,5742,5742
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,endothelial cell of venule:pulmonary,http://purl.obolibrary.org/obo/CL_1000414,426.2,4262
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,fibroblast of lung:alveolar,http://purl.obolibrary.org/obo/CL_0002553,1673,18403
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,intestinal tuft cell,http://purl.obolibrary.org/obo/CL_0019032,2,2
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,ionocyte,http://purl.obolibrary.org/obo/CL_0005006,260.90909090909090909091,2870
azimuth,VHFLung,Right Posterior Bronchopulmonary Segment,lung pericyte,http://purl.obolibrary.org/obo/CL_0009089,326.90909090909090909091,3596
