dataset,technology,description,annotation_method,ct_cnt
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD104$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD105$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD106$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD107$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD66$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD67$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD68$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD69$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD70$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD84$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD85$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD87$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD92$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD94$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD95$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/2f75d249-1bec-459b-bf2b-b86221097ced#VUHD98$lung%20parenchyma,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#A61$sinoatrial%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#AV1$sinoatrial%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#AV10$sinoatrial%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#AV13$atrioventricular%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#AV13$sinoatrial%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#AV3$sinoatrial%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#A13$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#A30$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#E1$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#E2$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#E3$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#SAMN15049042$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#SAMN15049043$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#SAMN15049044$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#SAMN15049045$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5#SAMN15049046$endometrium,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#302c$caecum,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#302c$mesenteric%20lymph%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#302c$sigmoid%20colon,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#302c$transverse%20colon,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#390c$caecum,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#390c$mesenteric%20lymph%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#390c$sigmoid%20colon,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#390c$transverse%20colon,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#417c$caecum,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#417c$mesenteric%20lymph%20node,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#417c$sigmoid%20colon,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7681c7d7-0168-4892-a547-6f02a6430ace#417c$transverse%20colon,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F21$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F29$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F30$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F38$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F41$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F45$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F50$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#F51$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#pooled$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#RBG33494_CIMA-60_CIMA-58_F103$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#RBG33496_F107_CIMA-90_CIMA-100$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#RBG33500_F109_F94_F96$liver,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#RBG33503_F96$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#RBG33507_F90_F103_F107$liver,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#RBG33508_F90_F103_F107$liver,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/793fdaec-5067-428a-a9db-ecefe135c945#SB19PCW$bone%20marrow,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC_C_0001$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC_C_0002$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC_C_0003$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC_C_0004$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC_C_0005$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC-C-0134$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC-C-0177$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC-C-0666$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC-C-1117$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC-C-3217$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#ICC-C-3288$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1001$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1002$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1003$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1005$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1006$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1007$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1008$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1009$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1010$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1012$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1014$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1015$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1016$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1017$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1018$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1020$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1021$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1023$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1024$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1025$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1026$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1029$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1030$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1031$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1033$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1036$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1037$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1038$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1039$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1040$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1043$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1044$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1045$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1046$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1047$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1049$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1050$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1051$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1052$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1053$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1054$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1055$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1057$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1059$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1060$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1062$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1064$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1065$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1072$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1076$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1078$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1092$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1093$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1094$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1095$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1101$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1107$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1109$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1111$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1113$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d#Rep_C_1130$blood,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4942$insular%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#4942$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5163$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5242$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5242$insular%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5387$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5391$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5408$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5408$insular%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5538$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5546$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5554$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5577$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#56$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5608$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5608$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5608$insular%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5609$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5787$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5879$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5893$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5893$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5900$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5900$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5900$insular%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5900$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5936$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5958$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5958$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5976$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#5981$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#6$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#60$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#62$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#63$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#64$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#663$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#779$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#779$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#814$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#872$insular%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#872$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#9$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#A14-103$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#A14-103$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#A15-44$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#A15-44$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW16-2-2-20$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW16-2-2-20$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW18-6-14-19$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW18-6-14-19$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW18-6-14-19$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW20-11-28-18$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW20-11-28-18$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW20-11-28-18$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW20-12-7-18$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW20-12-7-18$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW25-11-17-17$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW27-2-7-18$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW27-2-7-18$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW27-2-7-18$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW30-11-6-18$cingulate%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW30-11-6-18$frontal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#GW30-11-6-18$temporal%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#hft_ctx_w21$cerebral%20cortex,,,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/bacccb91-066d-4453-b70e-59de0b4598cd#RL1612$frontal%20cortex,,,,0
