dataset,modality,sex,organ,side,organ_id,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,study_paper,doi,lead_author
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#109373$retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,6,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#109829$retina,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,5,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#110814$retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#120974$retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,8,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#17D013$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,8,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D003$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D003$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D005$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,8,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D005$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D006$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D006$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D007$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,8,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D007$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D008$macula%20lutea,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,10,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D008$peripheral%20region%20of%20retina,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,8,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D009$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,11,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D009$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,8,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D010$macula%20lutea,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D010$peripheral%20region%20of%20retina,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D011$macula%20lutea,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,10,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D011$peripheral%20region%20of%20retina,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,6,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D019$macula%20lutea,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19-D019$peripheral%20region%20of%20retina,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,6,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D013$fovea%20centralis,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D013$macula%20lutea%20proper,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D013$peripheral%20region%20of%20retina,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,6,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D014$fovea%20centralis,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D014$macula%20lutea%20proper,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,6,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D014$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D015$fovea%20centralis,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,5,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D015$macula%20lutea%20proper,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D015$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,6,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19D016$macula%20lutea%20proper,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,10,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#19_D017$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,9,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D001-12$peripheral%20region%20of%20retina,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D005-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D005-13$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,5,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D009-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D009-13$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D013-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D013-13$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D017-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D018-13$macula%20lutea,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,5,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D019-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D019-13$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D021-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D021-13$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,8,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D026-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D026-13$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D027-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D027-13$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,5,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D028-13$macula%20lutea,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D028-13$peripheral%20region%20of%20retina,sc_bulk,male,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D030-13$macula%20lutea,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,3,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#D030-13$peripheral%20region%20of%20retina,sc_bulk,female,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,4,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BD018-13%2CD017-13%5D$peripheral%20region%20of%20retina,sc_bulk,unknown,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,5,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e#pooled%20%5BD018-13%2CD026-13%5D$peripheral%20region%20of%20retina,sc_bulk,unknown,eye,,http://purl.obolibrary.org/obo/UBERON_0000970,7,false,true,false,true,false,CxG,Single cell atlas of the human retina,https://doi.org/10.1101/2023.11.07.566105,Jin Li
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#284C$spleen,sc_bulk,male,spleen,,http://purl.obolibrary.org/obo/UBERON_0002106,21,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#302C$spleen,sc_bulk,male,spleen,,http://purl.obolibrary.org/obo/UBERON_0002106,19,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#325C$spleen,sc_bulk,female,spleen,,http://purl.obolibrary.org/obo/UBERON_0002106,20,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#337C$spleen,sc_bulk,female,spleen,,http://purl.obolibrary.org/obo/UBERON_0002106,19,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#343B$lung%20parenchyma,sc_bulk,female,lung,,http://purl.obolibrary.org/obo/UBERON_0001004,49,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C$lung%20parenchyma,sc_bulk,female,lung,,http://purl.obolibrary.org/obo/UBERON_0001004,47,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#356C$spleen,sc_bulk,female,spleen,,http://purl.obolibrary.org/obo/UBERON_0002106,21,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#367C$lung%20parenchyma,sc_bulk,male,lung,,http://purl.obolibrary.org/obo/UBERON_0001004,46,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#368C$lung%20parenchyma,sc_bulk,male,lung,,http://purl.obolibrary.org/obo/UBERON_0001004,41,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91#390C$lung%20parenchyma,sc_bulk,female,lung,,http://purl.obolibrary.org/obo/UBERON_0001004,45,false,true,false,true,false,CxG,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",https://doi.org/10.1186/s13059-019-1906-x,E. Madissoon
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Flu%201$blood,sc_bulk,male,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,21,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Flu%202$blood,sc_bulk,female,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,20,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Flu%203$blood,sc_bulk,male,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,17,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Flu%204$blood,sc_bulk,female,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,18,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Flu%205$blood,sc_bulk,male,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,12,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Normal%201$blood,sc_bulk,female,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,28,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Normal%202$blood,sc_bulk,female,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,28,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Normal%203$blood,sc_bulk,female,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,29,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#Normal%204$blood,sc_bulk,male,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,28,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#nCoV%201$blood,sc_bulk,male,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#nCoV%2011$blood,sc_bulk,female,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,28,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
https://api.cellxgene.cziscience.com/dp/v1/collections/4f889ffc-d4bc-4748-905b-8eb9db47a2ed#nCoV%202$blood,sc_bulk,female,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,27,false,true,false,true,false,CxG,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,https://doi.org/10.1126/sciimmunol.abd1554,Jeong Seok Lee
