rui_location,organ,organ_label,as_label,as_id,intersection_volume,as_volume,tissue_block_volume,total_collision_percentage
http://purl.org/ccf/1.5/74c8746d-be53-493d-9a2a-1edbe24f0d16,VHFSmallIntestine,small intestine,horizontal part of duodenum,http://purl.org/sig/ont/fma/fma14929,124.2,4974.074,1350,0.143
http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,VHFHeart,heart,aortic valve,http://purl.obolibrary.org/obo/UBERON_0002137,22.68,3612.979,4536,0.127
http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,VHFHeart,heart,left cardiac atrium,http://purl.obolibrary.org/obo/UBERON_0002079,553.3919999999999,18115.97,4536,0.127
http://purl.org/ccf/1.5/db4f3eca-e9f8-4f9c-88a1-795a20dd0f84,VHFLargeIntestine,large intestine,transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,630.0,171672.2,5000,0.126
http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,VHFLargeIntestine,large intestine,transverse colon,http://purl.obolibrary.org/obo/UBERON_0001157,630.0,171672.2,5000,0.126
http://purl.org/ccf/1.5/d194f593-af76-4ee7-84a6-00f7531d47cf,VHFSmallIntestine,small intestine,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,139.04999999999998,32188.43,1350,0.103
http://purl.org/ccf/1.5/eb92e0e2-838b-4689-b13c-07c3ce31eaf0,VHFSkin,skin of body,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,357.742,1833227.0,3542,0.101
http://purl.org/ccf/1.5/314450f7-0477-4152-b4d6-cb474cbc0cd7,VHMSkin,skin of body,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,644.436,2109804.0,7956,0.081
http://purl.org/ccf/1.5/d1085194-4902-4252-95fd-faf03afd9288,VHFSmallIntestine,small intestine,superior part of duodenum,http://purl.org/sig/ont/fma/fma14926,35.1,6614.697,1350,0.057999999999999996
http://purl.org/ccf/1.5/5fa952b1-a5a7-4089-bdc2-7208f71f45be,VHFSmallIntestine,small intestine,descending part of duodenum,http://purl.org/sig/ont/fma/fma14928,43.2,4498.966,1350,0.057999999999999996
http://purl.org/ccf/1.5/5fa952b1-a5a7-4089-bdc2-7208f71f45be,VHFSmallIntestine,small intestine,superior part of duodenum,http://purl.org/sig/ont/fma/fma14926,35.1,6614.697,1350,0.057999999999999996
http://purl.org/ccf/1.5/d1085194-4902-4252-95fd-faf03afd9288,VHFSmallIntestine,small intestine,descending part of duodenum,http://purl.org/sig/ont/fma/fma14928,43.2,4498.966,1350,0.057999999999999996
http://purl.org/ccf/1.5/8b652088-8c73-466d-b59c-3fbb8c01e399,VHFLargeIntestine,large intestine,sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,260.0,30343.71,5000,0.052
http://purl.org/ccf/1.5/cd304e60-3de4-4dd9-b289-ce1a0efae4d7,VHFLargeIntestine,large intestine,sigmoid colon,http://purl.obolibrary.org/obo/UBERON_0001159,260.0,30343.71,5000,0.052
